,security,trade_date,open,close,low,high,volume,open_interest,pre_close,high_limit,change_pct,distance,MA5,MA10,MA20
126,ZN9999.XSGE,2007-09-26,26845.0,26740.0,26690.0,26900.0,12080.0,40436.0,26840.0,27845.0,-0.0037,0.0005,26767.0,26482.5,26584.5
127,ZN9999.XSGE,2007-09-27,26595.0,26745.0,26520.0,26750.0,55036.0,45880.0,26740.0,27540.0,0.0002,0.0005,26752.0,26590.0,26556.75
128,ZN9999.XSGE,2007-09-28,27080.0,27125.0,26910.0,27125.0,51256.0,48314.0,26745.0,27705.0,0.0142,0.001,26834.0,26696.0,26538.0
129,ZN9999.XSGE,2007-10-08,27055.0,26295.0,26160.0,27060.0,50720.0,50324.0,27125.0,28105.0,-0.0306,-0.0,26749.0,26682.0,26480.25
130,ZN9999.XSGE,2007-10-09,26010.0,25920.0,25830.0,26175.0,53222.0,54094.0,26295.0,27535.0,-0.0143,-0.0003,26565.0,26661.5,26400.75
131,ZN9999.XSGE,2007-10-10,26100.0,26115.0,25930.0,26160.0,44808.0,56692.0,25920.0,26990.0,0.0075,-0.0,26440.0,26603.5,26350.0
132,ZN9999.XSGE,2007-10-11,26350.0,26275.0,26180.0,26400.0,43318.0,55496.0,26115.0,27090.0,0.0061,0.0001,26346.0,26549.0,26344.75
133,ZN9999.XSGE,2007-10-12,26250.0,26335.0,26015.0,26400.0,40430.0,54792.0,26275.0,27320.0,0.0023,0.0002,26188.0,26511.0,26341.25
134,ZN9999.XSGE,2007-10-15,26500.0,26850.0,26430.0,26865.0,66992.0,56772.0,26335.0,27275.0,0.0196,0.0009,26299.0,26524.0,26404.75
135,ZN9999.XSGE,2007-10-16,26750.0,26810.0,26475.0,26880.0,56154.0,56346.0,26850.0,27740.0,-0.0015,0.001,26477.0,26521.0,26451.75
136,ZN9999.XSGE,2007-10-17,26300.0,26305.0,26230.0,26550.0,54694.0,53250.0,26810.0,27765.0,-0.0188,-0.0001,26515.0,26477.5,26480.0
137,ZN9999.XSGE,2007-10-18,26280.0,26200.0,26105.0,26285.0,33368.0,52030.0,26305.0,27435.0,-0.004,-0.0005,26500.0,26423.0,26506.5
138,ZN9999.XSGE,2007-10-19,26160.0,26310.0,26130.0,26360.0,23894.0,45488.0,26200.0,27215.0,0.0042,-0.0005,26495.0,26341.5,26518.75
